"sport","sport_id","disipline","disipline_id","event","event_id","event_updated_date","medals__medal","medals__medal_id","medals__team_id","medals__team","medals__team_short","medals__player_id","medals__player","medals__awarded_date","event_type"
"Aquatics",16,"Swimming",43,"Men's 200 metre backstroke",447,08/11/16,"Bronze",3,278,"Russia","RUS","null","Evgeny Rylov",08/11/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 200 metre breaststroke",477,08/11/16,"Gold",1,128,"Japan","JPN","null","Rie Kaneto",08/11/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 200 metre breaststroke",477,08/11/16,"Silver",2,278,"Russia","RUS","null","Yulia Efimova",08/11/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 200 metre breaststroke",477,08/11/16,"Bronze",3,63,"China","CHN","null","Shi Jinglin",08/11/16,"Individual"
"Table tennis",44,"Table tennis",45,"Women's singles",492,08/10/16,"Gold",1,63,"China","CHN","null","Ding Ning",08/10/16,"Individual"
"Table tennis",44,"Table tennis",45,"Women's singles",492,08/10/16,"Silver",2,63,"China","CHN","null","Li Xiaoxia",08/10/16,"Individual"
"Table tennis",44,"Table tennis",45,"Women's singles",492,08/10/16,"Bronze",3,277,"DPR Korea","DPR","null","Kim Song I",08/10/16,"Individual"
"Shooting",42,"Shooting",39,"Men's 50 m pistol",362,08/10/16,"Gold",1,281,"Republic of Korea","KOR","null","Jin Jong-oh",08/10/16,"Individual"
"Shooting",42,"Shooting",39,"Men's 50 m pistol",362,08/10/16,"Silver",2,285,"Vietnam","VIE","null","Hoang Xuan Vinh",08/10/16,"Individual"
"Shooting",42,"Shooting",39,"Men's 50 m pistol",362,08/10/16,"Bronze",3,277,"DPR Korea","DPR","null","Kim Song-guk",08/10/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Women's 63 kg",572,08/09/16,"Gold",1,63,"China","CHN","null","Deng Wei",08/09/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Women's 63 kg",572,08/09/16,"Silver",2,277,"DPR Korea","DPR","null","Choe Hyo Sim",08/09/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Women's 63 kg",572,08/09/16,"Bronze",3,130,"Kazakhstan","KAZ","null","Karina Goricheva",08/09/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Bantamweight-56 kg",772,08/07/16,"Gold",1,63,"China","CHN","null","Long Qingquan",08/07/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Bantamweight-56 kg",772,08/07/16,"Silver",2,277,"DPR Korea","DPR","null","Om Yun-Chol",08/07/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Bantamweight-56 kg",772,08/07/16,"Bronze",3,230,"Thailand","THA","null","Sinphet Kruaithong",08/07/16,"Individual"
"Table tennis",44,"Table tennis",45,"Men's singles",489,08/11/16,"Gold",1,63,"China","CHN","null","Ma Long",08/11/16,"Individual"
"Table tennis",44,"Table tennis",45,"Men's singles",489,08/11/16,"Silver",2,63,"China","CHN","null","Zhang Jike",08/11/16,"Individual"
"Table tennis",44,"Table tennis",45,"Men's singles",489,08/11/16,"Bronze",3,128,"Japan","JPN","null","Jun Mizutani",08/11/16,"Individual"
"Rugby",40,"Rugby union",37,"Men's Rugby union",297,08/11/16,"Gold",1,91,"Fiji","FIJ","null","null",08/11/16,"Team"
"Rugby",40,"Rugby union",37,"Men's Rugby union",297,08/11/16,"Silver",2,274,"Great Britain","GBR","null","null",08/11/16,"Team"
"Rugby",40,"Rugby union",37,"Men's Rugby union",297,08/11/16,"Bronze",3,7,"South Africa","RSA","null","null",08/11/16,"Team"
"Fencing",27,"Fencing",16,"Women's Team Épée",196,08/11/16,"Gold",1,194,"Romania","ROU","null","null",08/11/16,"Team"
"Fencing",27,"Fencing",16,"Women's Team Épée",196,08/11/16,"Silver",2,63,"China","CHN","null","null",08/11/16,"Team"
"Fencing",27,"Fencing",16,"Women's Team Épée",196,08/11/16,"Bronze",3,278,"Russia","RUS","null","null",08/11/16,"Team"
"Cycling",25,"Track",48,"Men's team sprint",516,08/11/16,"Gold",1,274,"Great Britain","GBR","null","null",08/11/16,"Team"
"Cycling",25,"Track",48,"Men's team sprint",516,08/11/16,"Silver",2,5,"New Zealand","NZL","null","null",08/11/16,"Team"
"Cycling",25,"Track",48,"Men's team sprint",516,08/11/16,"Bronze",3,93,"France","FRA","null","null",08/11/16,"Team"
"Gymnastics",29,"Artistic",2,"Women's individual all-around",47,08/11/16,"Gold",1,20,"United States","USA","null","Simone Biles",08/11/16,"Individual"
"Gymnastics",29,"Artistic",2,"Women's individual all-around",47,08/11/16,"Silver",2,20,"United States","USA","null","Alexandra Raisman",08/11/16,"Individual"
"Gymnastics",29,"Artistic",2,"Women's individual all-around",47,08/11/16,"Bronze",3,278,"Russia","RUS","null","Aliya Mustafina",08/11/16,"Individual"
"Judo",33,"Judo",26,"Men's Half Heavyweight-100 kg",741,08/11/16,"Gold",1,75,"Czech Republic","CZE","null","Lukas Krpalek",08/11/16,"Individual"
"Judo",33,"Judo",26,"Men's Half Heavyweight-100 kg",741,08/11/16,"Silver",2,35,"Azerbaijan","AZE","null","Elmar Gasimov",08/11/16,"Individual"
"Judo",33,"Judo",26,"Men's Half Heavyweight-100 kg",741,08/11/16,"Bronze",3,128,"Japan","JPN","null","Ryunosuke Haga",08/11/16,"Individual"
"Judo",33,"Judo",26,"Men's Half Heavyweight-100 kg",741,08/11/16,"Bronze",3,93,"France","FRA","null","Cyrille Maret",08/11/16,"Individual"
"Archery",17,"Archery",1,"Women's Individual",3,08/11/16,"Gold",1,281,"Republic of Korea","KOR","null","Chang Hyejin",08/11/16,"Individual"
"Archery",17,"Archery",1,"Women's Individual",3,08/11/16,"Silver",2,102,"Germany","GER","null","Lisa Unruh",08/11/16,"Individual"
"Archery",17,"Archery",1,"Women's Individual",3,08/11/16,"Bronze",3,281,"Republic of Korea","KOR","null","Ki BoBae",08/11/16,"Individual"
"Canoeing and kayaking",23,"Slalom",40,"Women's K-1",416,08/11/16,"Gold",1,216,"Spain","ESP","null","Maialen Chourraut",08/11/16,"Individual"
"Canoeing and kayaking",23,"Slalom",40,"Women's K-1",416,08/11/16,"Silver",2,5,"New Zealand","NZL","null","Luuka Jones",08/11/16,"Individual"
"Canoeing and kayaking",23,"Slalom",40,"Women's K-1",416,08/11/16,"Bronze",3,1,"Australia","AUS","null","Jessica Fox",08/11/16,"Individual"
"Canoeing and kayaking",23,"Slalom",40,"Men's C-2",414,08/11/16,"Gold",1,211,"Slovakia","SVK","null","Ladislav skantar/Peter Skantar",08/11/16,"Team"
"Canoeing and kayaking",23,"Slalom",40,"Men's C-2",414,08/11/16,"Silver",2,274,"Great Britain","GBR","null","David Florence/Richard Hounslow",08/11/16,"Team"
"Canoeing and kayaking",23,"Slalom",40,"Men's C-2",414,08/11/16,"Bronze",3,93,"France","FRA","null","Gauthier Klauss/Matthieu Peche",08/11/16,"Team"
"Shooting",42,"Shooting",39,"Women's 50 m rifle three positions",407,08/11/16,"Gold",1,102,"Germany","GER","null","Barbara Engleder",08/11/16,"Individual"
"Shooting",42,"Shooting",39,"Women's 50 m rifle three positions",407,08/11/16,"Silver",2,63,"China","CHN","null","Binbin Zhang",08/11/16,"Individual"
"Shooting",42,"Shooting",39,"Women's 50 m rifle three positions",407,08/11/16,"Bronze",3,63,"China","CHN","null","Li Du",08/11/16,"Individual"
"Rowing",39,"Rowing",36,"Men's Lightweight coxless four",285,08/11/16,"Gold",1,225,"Switzerland","SUI","null","null",08/11/16,"Team"
"Rowing",39,"Rowing",36,"Men's Lightweight coxless four",285,08/11/16,"Silver",2,76,"Denmark","DEN","null","null",08/11/16,"Team"
"Rowing",39,"Rowing",36,"Men's Lightweight coxless four",285,08/11/16,"Bronze",3,93,"France","FRA","null","null",08/11/16,"Team"
"Rowing",39,"Rowing",36,"Men's Double sculls",279,08/11/16,"Gold",1,72,"Croatia","CRO","null","Martin Sinkovic/Valent Sinkovic",08/11/16,"Team"
"Rowing",39,"Rowing",36,"Men's Double sculls",279,08/11/16,"Silver",2,143,"Lithuania","LTU","null","Mindaugas Griškonis/Saulius Ritter",08/11/16,"Team"
"Rowing",39,"Rowing",36,"Men's Double sculls",279,08/11/16,"Bronze",3,180,"Norway","NOR","null","Kjetil Borch/Olaf Tufte",08/11/16,"Team"
"Rowing",39,"Rowing",36,"Women's Double sculls",290,08/11/16,"Gold",1,189,"Poland","POL","null","Magdalena Fularczyk/Natalia Madaj",08/11/16,"Team"
"Rowing",39,"Rowing",36,"Women's Double sculls",290,08/11/16,"Silver",2,274,"Great Britain","GBR","null","Victoria Thornley/Katherine Grainger",08/11/16,"Team"
"Rowing",39,"Rowing",36,"Women's Double sculls",290,08/11/16,"Bronze",3,143,"Lithuania","LTU","null","Donata Vištartaite/Milda Valciukaite",08/11/16,"Team"
"Rowing",39,"Rowing",36,"Men's Coxless pair",281,08/11/16,"Gold",1,5,"New Zealand","NZL","null","Eric Murray/Hamish Bond",08/11/16,"Team"
"Rowing",39,"Rowing",36,"Men's Coxless pair",281,08/11/16,"Silver",2,7,"South Africa","RSA","null","Lawrence Brittain/Shaun Keeling",08/11/16,"Team"
"Rowing",39,"Rowing",36,"Men's Coxless pair",281,08/11/16,"Bronze",3,125,"Italy","ITA","null","Giovanni Abagnale/Marco Di Costanzo",08/11/16,"Team"
"Rowing",39,"Rowing",36,"Women's Quadruple sculls",291,08/11/16,"Gold",1,102,"Germany","GER","null","null",08/11/16,"Team"
"Rowing",39,"Rowing",36,"Women's Quadruple sculls",291,08/11/16,"Silver",2,15,"Netherlands","NED","null","null",08/11/16,"Team"
"Rowing",39,"Rowing",36,"Women's Quadruple sculls",291,08/11/16,"Bronze",3,189,"Poland","POL","null","null",08/11/16,"Team"
"Rowing",39,"Rowing",36,"Men's Quadruple sculls",280,08/11/16,"Gold",1,102,"Germany","GER","null","null",08/11/16,"Team"
"Rowing",39,"Rowing",36,"Men's Quadruple sculls",280,08/11/16,"Silver",2,1,"Australia","AUS","null","null",08/11/16,"Team"
"Rowing",39,"Rowing",36,"Men's Quadruple sculls",280,08/11/16,"Bronze",3,87,"Estonia","EST","null","null",08/11/16,"Team"
"Shooting",42,"Shooting",39,"Men's 10 m air rifle",357,08/08/16,"Gold",1,125,"Italy","ITA","null","Niccolò Campriani",08/08/16,"Individual"
"Shooting",42,"Shooting",39,"Men's 10 m air rifle",357,08/08/16,"Silver",2,241,"Ukraine","UKR","null","Serhiy Kulish",08/08/16,"Individual"
"Shooting",42,"Shooting",39,"Men's 10 m air rifle",357,08/08/16,"Bronze",3,278,"Russia","RUS","null","Vladimir Maslennikov",08/08/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 4 × 200 metre freestyle relay",483,08/10/16,"Gold",1,20,"United States","USA","null","null",08/10/16,"Team"
"Aquatics",16,"Swimming",43,"Women's 4 × 200 metre freestyle relay",483,08/10/16,"Silver",2,1,"Australia","AUS","null","null",08/10/16,"Team"
"Aquatics",16,"Swimming",43,"Women's 4 × 200 metre freestyle relay",483,08/10/16,"Bronze",3,12,"Canada","CAN","null","null",08/10/16,"Team"
"Aquatics",16,"Swimming",43,"Men's 100 metre freestyle",442,08/10/16,"Gold",1,1,"Australia","AUS","null","Kyle Chalmers",08/10/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 100 metre freestyle",442,08/10/16,"Silver",2,40,"Belgium","BEL","null","Pieter Timmers",08/10/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 100 metre freestyle",442,08/10/16,"Bronze",3,20,"United States","USA","null","Nathan Adrian",08/10/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 200 metre butterfly",479,08/10/16,"Gold",1,216,"Spain","ESP","null","Mireia Belmonte",08/10/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 200 metre butterfly",479,08/10/16,"Silver",2,1,"Australia","AUS","null","Madeline Groves",08/10/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 200 metre butterfly",479,08/10/16,"Bronze",3,128,"Japan","JPN","null","Natsumi Hoshi",08/10/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 200 metre breaststroke",449,08/10/16,"Gold",1,130,"Kazakhstan","KAZ","null","Dmitriy Balandin",08/10/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 200 metre breaststroke",449,08/10/16,"Silver",2,20,"United States","USA","null","Josh Prenot",08/10/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 200 metre breaststroke",449,08/10/16,"Bronze",3,278,"Russia","RUS","null","Anton Chupkov",08/10/16,"Individual"
"Fencing",27,"Fencing",16,"Men's Individual Sabre",188,08/10/16,"Gold",1,119,"Hungary","HUN","null","Aron Szilagyi",08/10/16,"Individual"
"Fencing",27,"Fencing",16,"Men's Individual Sabre",188,08/10/16,"Silver",2,20,"United States","USA","null","Daryl Homer",08/10/16,"Individual"
"Fencing",27,"Fencing",16,"Men's Individual Sabre",188,08/10/16,"Bronze",3,281,"Republic of Korea","KOR","null","Kim Jung-Hwan",08/10/16,"Individual"
"Fencing",27,"Fencing",16,"Women's Individual Foil",193,08/10/16,"Gold",1,278,"Russia","RUS","null","Inna Deriglazova",08/10/16,"Individual"
"Fencing",27,"Fencing",16,"Women's Individual Foil",193,08/10/16,"Silver",2,125,"Italy","ITA","null","Elisa Di Francisca",08/10/16,"Individual"
"Fencing",27,"Fencing",16,"Women's Individual Foil",193,08/10/16,"Bronze",3,235,"Tunisia","TUN","null","Ines Boubakri",08/10/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Middleweight-77 kg",801,08/10/16,"Gold",1,130,"Kazakhstan","KAZ","null","Nijat Rahimov",08/10/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Middleweight-77 kg",801,08/10/16,"Silver",2,63,"China","CHN","null","Lyu Xiaojun",08/10/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Middleweight-77 kg",801,08/10/16,"Bronze",3,83,"Egypt","EGY","null","Mohamed Mahmoud",08/10/16,"Individual"
"Gymnastics",29,"Artistic",2,"Men's individual all-around",28,08/10/16,"Gold",1,128,"Japan","JPN","null","Kohei Uchimura",08/10/16,"Individual"
"Gymnastics",29,"Artistic",2,"Men's individual all-around",28,08/10/16,"Silver",2,241,"Ukraine","UKR","null","Oleg Verniaiev",08/10/16,"Individual"
"Gymnastics",29,"Artistic",2,"Men's individual all-around",28,08/10/16,"Bronze",3,274,"Great Britain","GBR","null","Max Whitlock",08/10/16,"Individual"
"Judo",33,"Judo",26,"Men's Middleweight-90 kg",759,08/10/16,"Gold",1,128,"Japan","JPN","null","Mashu Baker",08/10/16,"Individual"
"Judo",33,"Judo",26,"Men's Middleweight-90 kg",759,08/10/16,"Silver",2,101,"Georgia","GEO","null","Varlam Liparteliani",08/10/16,"Individual"
"Judo",33,"Judo",26,"Men's Middleweight-90 kg",759,08/10/16,"Bronze",3,63,"China","CHN","null","Cheng Xunzhao",08/10/16,"Individual"
"Judo",33,"Judo",26,"Men's Middleweight-90 kg",759,08/10/16,"Bronze",3,281,"Republic of Korea","KOR","null","Gwak Donghan",08/10/16,"Individual"
"Aquatics",16,"Diving",13,"Men's synchronized 3 metre springboard",169,08/10/16,"Gold",1,274,"Great Britain","GBR","null","Jack Laugher/Chris Mears",08/10/16,"Team"
"Aquatics",16,"Diving",13,"Men's synchronized 3 metre springboard",169,08/10/16,"Silver",2,20,"United States","USA","null","Mike Hixon/Sam Dorman",08/10/16,"Team"
"Aquatics",16,"Diving",13,"Men's synchronized 3 metre springboard",169,08/10/16,"Bronze",3,63,"China","CHN","null","Qin Kai/Cao Yuan",08/10/16,"Team"
"Weightlifting",50,"Weightlifting",56,"Women's 69 kg",571,08/10/16,"Gold",1,63,"China","CHN","null","Xiang Yanmei",08/10/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Women's 69 kg",571,08/10/16,"Silver",2,130,"Kazakhstan","KAZ","null","Zhazira Zhapparkul",08/10/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Women's 69 kg",571,08/10/16,"Bronze",3,83,"Egypt","EGY","null","Sara Ahmed",08/10/16,"Individual"
"Judo",33,"Judo",26,"Women's Middleweight-70 kg",771,08/10/16,"Gold",1,128,"Japan","JPN","null","Haruka Tachimoto",08/10/16,"Individual"
"Judo",33,"Judo",26,"Women's Middleweight-70 kg",771,08/10/16,"Silver",2,66,"Colombia","COL","null","Yuri Alvear",08/10/16,"Individual"
"Judo",33,"Judo",26,"Women's Middleweight-70 kg",771,08/10/16,"Bronze",3,102,"Germany","GER","null","Laura Vargas Koch",08/10/16,"Individual"
"Judo",33,"Judo",26,"Women's Middleweight-70 kg",771,08/10/16,"Bronze",3,274,"Great Britain","GBR","null","Sally Conway",08/10/16,"Individual"
"Canoeing and kayaking",23,"Slalom",40,"Men's K-1",415,08/10/16,"Gold",1,274,"Great Britain","GBR","null","Joseph Clarke",08/10/16,"Individual"
"Canoeing and kayaking",23,"Slalom",40,"Men's K-1",415,08/10/16,"Silver",2,212,"Slovenia","SLO","null","Peter Kauzer",08/10/16,"Individual"
"Canoeing and kayaking",23,"Slalom",40,"Men's K-1",415,08/10/16,"Bronze",3,75,"Czech Republic","CZE","null","Jiri Prskavec",08/10/16,"Individual"
"Shooting",42,"Shooting",39,"Men's double trap",364,08/10/16,"Gold",1,293,"Independent Olympic Athletes","IOA","null","Fehaid Aldeehani",08/10/16,"Individual"
"Shooting",42,"Shooting",39,"Men's double trap",364,08/10/16,"Silver",2,125,"Italy","ITA","null","Marco Innocenti",08/10/16,"Individual"
"Shooting",42,"Shooting",39,"Men's double trap",364,08/10/16,"Bronze",3,274,"Great Britain","GBR","null","Steven Scott",08/10/16,"Individual"
"Cycling",25,"Road",34,"Men's individual time trial",273,08/10/16,"Gold",1,225,"Switzerland","SUI","null","Fabian Cancellara",08/10/16,"Individual"
"Cycling",25,"Road",34,"Men's individual time trial",273,08/10/16,"Silver",2,15,"Netherlands","NED","null","Tom Dumoulin",08/10/16,"Individual"
"Cycling",25,"Road",34,"Men's individual time trial",273,08/10/16,"Bronze",3,274,"Great Britain","GBR","null","Chris Froome",08/10/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Women's 58 kg",573,08/08/16,"Gold",1,230,"Thailand","THA","null","Sukanya Srisurat",08/08/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Women's 58 kg",573,08/08/16,"Silver",2,230,"Thailand","THA","null","Pimsiri Sirikaew",08/08/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Women's 58 kg",573,08/08/16,"Bronze",3,271,"Chinese Taipei","TPE","null","Kuo Hsing-chun",08/08/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Women's 53 kg",574,08/07/16,"Gold",1,271,"Chinese Taipei","TPE","null","Hsu Shu-ching",08/07/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Women's 53 kg",574,08/07/16,"Silver",2,187,"Philippines","PHI","null","Hidilyn Diaz",08/07/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Women's 53 kg",574,08/07/16,"Bronze",3,281,"Republic of Korea","KOR","null","Yoon Jin-hee",08/07/16,"Individual"
"Cycling",25,"Road",34,"Women's individual time trial",274,08/10/16,"Gold",1,20,"United States","USA","null","Kristin Armstrong",08/10/16,"Individual"
"Cycling",25,"Road",34,"Women's individual time trial",274,08/10/16,"Silver",2,278,"Russia","RUS","null","Olga Zabelinskaya",08/10/16,"Individual"
"Cycling",25,"Road",34,"Women's individual time trial",274,08/10/16,"Bronze",3,15,"Netherlands","NED","null","Anna van der Breggen",08/10/16,"Individual"
"Gymnastics",29,"Artistic",2,"Women's team all-around",48,08/09/16,"Gold",1,20,"United States","USA","null","null",08/09/16,"Team"
"Gymnastics",29,"Artistic",2,"Women's team all-around",48,08/09/16,"Silver",2,278,"Russia","RUS","null","null",08/09/16,"Team"
"Gymnastics",29,"Artistic",2,"Women's team all-around",48,08/09/16,"Bronze",3,63,"China","CHN","null","null",08/09/16,"Team"
"Aquatics",16,"Swimming",43,"Men's 4 × 200 metre freestyle relay",455,08/09/16,"Gold",1,20,"United States","USA","null","null",08/09/16,"Team"
"Aquatics",16,"Swimming",43,"Men's 4 × 200 metre freestyle relay",455,08/09/16,"Silver",2,274,"Great Britain","GBR","null","null",08/09/16,"Team"
"Aquatics",16,"Swimming",43,"Men's 4 × 200 metre freestyle relay",455,08/09/16,"Bronze",3,128,"Japan","JPN","null","null",08/09/16,"Team"
"Aquatics",16,"Swimming",43,"Women's 200 metre individual medley",480,08/09/16,"Gold",1,119,"Hungary","HUN","null","Katinka Hosszu",08/09/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 200 metre individual medley",480,08/09/16,"Silver",2,274,"Great Britain","GBR","null","Siobhan-Marie O'Connor",08/09/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 200 metre individual medley",480,08/09/16,"Bronze",3,20,"United States","USA","null","Madeline Dirado",08/09/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 200 metre butterfly",451,08/09/16,"Gold",1,20,"United States","USA","null","Michael Phelps",08/09/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 200 metre butterfly",451,08/09/16,"Silver",2,128,"Japan","JPN","null","Masato Sakai",08/09/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 200 metre butterfly",451,08/09/16,"Bronze",3,119,"Hungary","HUN","null","Tamas Kenderesi",08/09/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 200 metre freestyle",471,08/09/16,"Gold",1,20,"United States","USA","null","Kathleen Ledecky",08/09/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 200 metre freestyle",471,08/09/16,"Silver",2,224,"Sweden","SWE","null","Sarah Sjöström",08/09/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 200 metre freestyle",471,08/09/16,"Bronze",3,1,"Australia","AUS","null","Emma McKeon",08/09/16,"Individual"
"Fencing",27,"Fencing",16,"Men's Individual Épée",185,08/09/16,"Gold",1,281,"Republic of Korea","KOR","null","Park Sangyoung",08/09/16,"Individual"
"Fencing",27,"Fencing",16,"Men's Individual Épée",185,08/09/16,"Silver",2,119,"Hungary","HUN","null","Geza Imre",08/09/16,"Individual"
"Fencing",27,"Fencing",16,"Men's Individual Épée",185,08/09/16,"Bronze",3,93,"France","FRA","null","Gauthier Grumier",08/09/16,"Individual"
"Judo",33,"Judo",26,"Men's Half Middleweight-81 kg",748,08/09/16,"Gold",1,278,"Russia","RUS","null","Khasan Khalmurzaev",08/09/16,"Individual"
"Judo",33,"Judo",26,"Men's Half Middleweight-81 kg",748,08/09/16,"Silver",2,20,"United States","USA","null","Travis Stevens",08/09/16,"Individual"
"Judo",33,"Judo",26,"Men's Half Middleweight-81 kg",748,08/09/16,"Bronze",3,128,"Japan","JPN","null","Takanori Nagase",08/09/16,"Individual"
"Judo",33,"Judo",26,"Men's Half Middleweight-81 kg",748,08/09/16,"Bronze",3,19,"United Arab Emirates","UAE","null","Sergiu Toma",08/09/16,"Individual"
"Judo",33,"Judo",26,"Women's Half Middleweight-63 kg",765,08/09/16,"Gold",1,212,"Slovenia","SLO","null","Tina Trstenjak",08/09/16,"Individual"
"Judo",33,"Judo",26,"Women's Half Middleweight-63 kg",765,08/09/16,"Silver",2,93,"France","FRA","null","Clarisse Agbegnenou",08/09/16,"Individual"
"Judo",33,"Judo",26,"Women's Half Middleweight-63 kg",765,08/09/16,"Bronze",3,15,"Netherlands","NED","null","Anicka van Emden",08/09/16,"Individual"
"Judo",33,"Judo",26,"Women's Half Middleweight-63 kg",765,08/09/16,"Bronze",3,124,"Israel","ISR","null","Yarden Gerbi",08/09/16,"Individual"
"Aquatics",16,"Diving",13,"Women's synchronized 10 metre platform",174,08/09/16,"Gold",1,63,"China","CHN","null","Ruolin Chen/Huixia Liu",08/09/16,"Team"
"Aquatics",16,"Diving",13,"Women's synchronized 10 metre platform",174,08/09/16,"Silver",2,149,"Malaysia","MAS","null","Pandelela Rinong pamg/Jun Hoong Cheong",08/09/16,"Team"
"Aquatics",16,"Diving",13,"Women's synchronized 10 metre platform",174,08/09/16,"Bronze",3,12,"Canada","CAN","null","Meaghan Benfeito/Roseline Filion",08/09/16,"Team"
"Shooting",42,"Shooting",39,"Women's 25 m pistol",409,08/09/16,"Gold",1,105,"Greece","GRE","null","Anna Korakaki",08/09/16,"Individual"
"Shooting",42,"Shooting",39,"Women's 25 m pistol",409,08/09/16,"Silver",2,102,"Germany","GER","null","Monika Karsch",08/09/16,"Individual"
"Shooting",42,"Shooting",39,"Women's 25 m pistol",409,08/09/16,"Bronze",3,225,"Switzerland","SUI","null","Heidi Diethelm Gerber",08/09/16,"Individual"
"Canoeing and kayaking",23,"Slalom",40,"Men's C-1",413,08/09/16,"Gold",1,93,"France","FRA","null","Denis Gargaud Chanut",08/09/16,"Individual"
"Canoeing and kayaking",23,"Slalom",40,"Men's C-1",413,08/09/16,"Silver",2,211,"Slovakia","SVK","null","Matej Benus",08/09/16,"Individual"
"Canoeing and kayaking",23,"Slalom",40,"Men's C-1",413,08/09/16,"Bronze",3,128,"Japan","JPN","null","Takuya Haneda",08/09/16,"Individual"
"Equestrian",26,"Eventing",15,"Individual eventing",180,08/09/16,"Gold",1,102,"Germany","GER","null","Michael Jung",08/09/16,"Individual"
"Equestrian",26,"Eventing",15,"Individual eventing",180,08/09/16,"Silver",2,93,"France","FRA","null","Astier Nicolas",08/09/16,"Individual"
"Equestrian",26,"Eventing",15,"Individual eventing",180,08/09/16,"Bronze",3,20,"United States","USA","null","Phillip Dutton",08/09/16,"Individual"
"Rugby",40,"Rugby union",37,"Women's Rugby Union",645,08/08/16,"Gold",1,1,"Australia","AUS","null","null",08/08/16,"Team"
"Rugby",40,"Rugby union",37,"Women's Rugby Union",645,08/08/16,"Silver",2,5,"New Zealand","NZL","null","null",08/08/16,"Team"
"Rugby",40,"Rugby union",37,"Women's Rugby Union",645,08/08/16,"Bronze",3,12,"Canada","CAN","null","null",08/08/16,"Team"
"Aquatics",16,"Swimming",43,"Men's 4 × 100 metre freestyle relay",454,08/07/16,"Gold",1,20,"United States","USA","null","null",08/07/16,"Team"
"Aquatics",16,"Swimming",43,"Men's 4 × 100 metre freestyle relay",454,08/07/16,"Silver",2,93,"France","FRA","null","null",08/07/16,"Team"
"Aquatics",16,"Swimming",43,"Men's 4 × 100 metre freestyle relay",454,08/07/16,"Bronze",3,1,"Australia","AUS","null","null",08/07/16,"Team"
"Archery",17,"Archery",1,"Women's team",4,08/07/16,"Gold",1,281,"Republic of Korea","KOR","null","null",08/07/16,"Team"
"Archery",17,"Archery",1,"Women's team",4,08/07/16,"Silver",2,278,"Russia","RUS","null","null",08/07/16,"Team"
"Archery",17,"Archery",1,"Women's team",4,08/07/16,"Bronze",3,271,"Chinese Taipei","TPE","null","null",08/07/16,"Team"
"Equestrian",26,"Eventing",15,"Team eventing",181,08/09/16,"Gold",1,93,"France","FRA","null","null",08/09/16,"Team"
"Equestrian",26,"Eventing",15,"Team eventing",181,08/09/16,"Silver",2,102,"Germany","GER","null","null",08/09/16,"Team"
"Equestrian",26,"Eventing",15,"Team eventing",181,08/09/16,"Bronze",3,1,"Australia","AUS","null","null",08/09/16,"Team"
"Aquatics",16,"Swimming",43,"Women's 100 metre breaststroke",476,08/08/16,"Gold",1,20,"United States","USA","null","Lilly King",08/08/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 100 metre breaststroke",476,08/08/16,"Silver",2,278,"Russia","RUS","null","Yulia Efimova",08/08/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 100 metre breaststroke",476,08/08/16,"Bronze",3,20,"United States","USA","null","Catherine Meili",08/08/16,"Individual"
